Stimuli_list,Participant_id,Target_word,Short Utterance,Noise,SNR,Response,Synonym_pair_id
7,5b493d6e478a770001b70a88,recently,cos they have recently announced a price increase,babble,-5,because they have recently announce pricing,83
20,5c8d4db8c6eef00001bd2510,recently,cos they have recently announced a price increase,babble,-5,because they have recently announced a price increase,83
1,5ea0a1faa5e73b08860d3c89,recently,cos they have recently announced a price increase,babble,-5,because they have recently announced a price increase,83
6,5ec821a7e4cab611190a4dcc,recently,cos they have recently announced a price increase,babble,-5,cause they have recently announced a price increase,83
22,5980e0d4f379630001ecd289,recently,cos they have recently announced a price increase,babble,-5,because they have really announced a price increase,83
1,5ea0a1faa5e73b08860d3c89,carpet,do not tread tomato through the carpet or whatever through there,babble,-5,do not rub tomato into the carpet,84
7,5b493d6e478a770001b70a88,carpet,do not tread tomato through the carpet or whatever through there,babble,-5,tomato or whatever is in there,84
20,5c8d4db8c6eef00001bd2510,carpet,do not tread tomato through the carpet or whatever through there,babble,-5,do not try tomato you ...,84
22,5980e0d4f379630001ecd289,carpet,do not tread tomato through the carpet or whatever through there,babble,-5,tomato,84
12,59a074f3ec626e0001d54041,carpet,do not tread tomato through the carpet or whatever through there,babble,-5,...,84
6,5ec821a7e4cab611190a4dcc,carpet,do not tread tomato through the carpet or whatever through there,babble,-5,repair,84
46,5d710c5affe2ff0017d68164,rug,do not tread tomato through the rug or whatever through there,babble,-5,do not put tomatoes in the ragu whatever's in there?,84
36,5def71cd68885201653393ab,rug,do not tread tomato through the rug or whatever through there,babble,-5,(...) tomato (...) whatever through there,84
25,5e469f9ef0d398000b1f13f2,rug,do not tread tomato through the rug or whatever through there,babble,-5,do not rent tomato but whatever it was through there,84
31,5e10d7628c657d000c1ffda8,rug,do not tread tomato through the rug or whatever through there,babble,-5,i do not drink tomatoe or what ever is there,84
44,5d530ab1d103e90001c68e6a,rug,do not tread tomato through the rug or whatever through there,babble,-5,do not tomato,84
30,5f0ebf797b54480920ff90a8,rug,do not tread tomato through the rug or whatever through there,babble,-5,tomatoe,84
46,5d710c5affe2ff0017d68164,fussy,yeah you are too fussy your standards are too high,babble,-5,"yeah, you're too fussy and your standards are too high.",85
25,5e469f9ef0d398000b1f13f2,fussy,yeah you are too fussy your standards are too high,babble,-5,yeah your too fussy with your standards to hide,85
44,5d530ab1d103e90001c68e6a,fussy,yeah you are too fussy your standards are too high,babble,-5,classy,85
36,5def71cd68885201653393ab,fussy,yeah you are too fussy your standards are too high,babble,-5,yeah you're too (...) standards too high,85
31,5e10d7628c657d000c1ffda8,fussy,yeah you are too fussy your standards are too high,babble,-5,"yeah you to, i can tell your standards are high",85
30,5f0ebf797b54480920ff90a8,fussy,yeah you are too fussy your standards are too high,babble,-5,?,85
1,5ea0a1faa5e73b08860d3c89,picky,yeah you are too picky your standards are too high,babble,-5,yeah youâ€™re too picky your standards are too high,85
7,5b493d6e478a770001b70a88,picky,yeah you are too picky your standards are too high,babble,-5,yea you would take your standards are too high,85
20,5c8d4db8c6eef00001bd2510,picky,yeah you are too picky your standards are too high,babble,-5,yeah you would because your standards are high,85
6,5ec821a7e4cab611190a4dcc,picky,yeah you are too picky your standards are too high,babble,-5,couldnt make it out,85
22,5980e0d4f379630001ecd289,picky,yeah you are too picky your standards are too high,babble,-5,noise down,85
12,59a074f3ec626e0001d54041,picky,yeah you are too picky your standards are too high,babble,-5,...,85
7,5b493d6e478a770001b70a88,certainly,and they certainly put other things out,babble,-5,they certainly would put up with that,86
1,5ea0a1faa5e73b08860d3c89,certainly,and they certainly put other things out,babble,-5,we most certainly put other things out,86
22,5980e0d4f379630001ecd289,certainly,and they certainly put other things out,babble,-5,well,86
6,5ec821a7e4cab611190a4dcc,certainly,and they certainly put other things out,babble,-5,exams,86
12,59a074f3ec626e0001d54041,certainly,and they certainly put other things out,babble,-5,...,86
20,5c8d4db8c6eef00001bd2510,certainly,and they certainly put other things out,babble,-5,...,86
36,5def71cd68885201653393ab,sure,and they sure put other things out,babble,-5,and they sure put other things out,86
25,5e469f9ef0d398000b1f13f2,sure,and they sure put other things out,babble,-5,and they sure put other things out,86
46,5d710c5affe2ff0017d68164,sure,and they sure put other things out,babble,-5,and they shall put some things out,86
44,5d530ab1d103e90001c68e6a,sure,and they sure put other things out,babble,-5,everything,86
31,5e10d7628c657d000c1ffda8,sure,and they sure put other things out,babble,-5,(..............),86
30,5f0ebf797b54480920ff90a8,sure,and they sure put other things out,babble,-5,?,86
44,5d530ab1d103e90001c68e6a,dominant,the yellow page directory it is not so dominant now,babble,-5,dominant,87
46,5d710c5affe2ff0017d68164,dominant,the yellow page directory it is not so dominant now,babble,-5,the yellow page directory it's so dominant,87
36,5def71cd68885201653393ab,dominant,the yellow page directory it is not so dominant now,babble,-5,the yellow (...) not so dominant,87
25,5e469f9ef0d398000b1f13f2,dominant,the yellow page directory it is not so dominant now,babble,-5,the yellow page directory is not so dominant anymore,87
31,5e10d7628c657d000c1ffda8,dominant,the yellow page directory it is not so dominant now,babble,-5,(....) yellow page (......),87
30,5f0ebf797b54480920ff90a8,dominant,the yellow page directory it is not so dominant now,babble,-5,?,87
1,5ea0a1faa5e73b08860d3c89,prevalent,the yellow page directory it is not so prevalent now,babble,-5,the yellow page direct area is just not so credible,87
22,5980e0d4f379630001ecd289,prevalent,the yellow page directory it is not so prevalent now,babble,-5,yellow page direct,87
12,59a074f3ec626e0001d54041,prevalent,the yellow page directory it is not so prevalent now,babble,-5,â€¦yellow pageâ€¦,87
7,5b493d6e478a770001b70a88,prevalent,the yellow page directory it is not so prevalent now,babble,-5,the yellow page directory is not so,87
20,5c8d4db8c6eef00001bd2510,prevalent,the yellow page directory it is not so prevalent now,babble,-5,the yellow page directory is not so ...,87
6,5ec821a7e4cab611190a4dcc,prevalent,the yellow page directory it is not so prevalent now,babble,-5,the yellow page directory is not so puddle duck,87
46,5d710c5affe2ff0017d68164,boost,you should boost him to go along,babble,-5,you should boost her to go along,88
36,5def71cd68885201653393ab,boost,you should boost him to go along,babble,-5,you should boost it to go (...),88
25,5e469f9ef0d398000b1f13f2,boost,you should boost him to go along,babble,-5,you should boost it as you go along,88
44,5d530ab1d103e90001c68e6a,boost,you should boost him to go along,babble,-5,you should,88
31,5e10d7628c657d000c1ffda8,boost,you should boost him to go along,babble,-5,use the (.....),88
30,5f0ebf797b54480920ff90a8,boost,you should boost him to go along,babble,-5,she was always going on,88
12,59a074f3ec626e0001d54041,encourage,you should encourage him to go along,babble,-5,you should encourage them to go along,88
7,5b493d6e478a770001b70a88,encourage,you should encourage him to go along,babble,-5,usually encourage to go along,88
20,5c8d4db8c6eef00001bd2510,encourage,you should encourage him to go along,babble,-5,usually encourage them to go along,88
1,5ea0a1faa5e73b08860d3c89,encourage,you should encourage him to go along,babble,-5,you should encourage him to go along,88
6,5ec821a7e4cab611190a4dcc,encourage,you should encourage him to go along,babble,-5,you should encourage them to go along,88
22,5980e0d4f379630001ecd289,encourage,you should encourage him to go along,babble,-5,use your encouragement to go along,88
12,59a074f3ec626e0001d54041,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,-5,the maximum penalty...manslaughter,89
1,5ea0a1faa5e73b08860d3c89,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,-5,the maximum penalty would be for manslaughter,89
7,5b493d6e478a770001b70a88,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,-5,i think that mr bean is,89
22,5980e0d4f379630001ecd289,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,-5,the maximum for manslaughter,89
6,5ec821a7e4cab611190a4dcc,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,-5,the maximum count for a misdemeanour is manslaughter,89
20,5c8d4db8c6eef00001bd2510,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,-5,the maximum ...,89
44,5d530ab1d103e90001c68e6a,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,-5,punishment,89
46,5d710c5affe2ff0017d68164,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,-5,the maximum punishment for a misdemeanour is a (...),89
36,5def71cd68885201653393ab,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,-5,the maximum punishment for (...) manslaughter,89
25,5e469f9ef0d398000b1f13f2,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,-5,the maximum punishment for misdameanours is punsishment,89
30,5f0ebf797b54480920ff90a8,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,-5,misdemeanour,89
31,5e10d7628c657d000c1ffda8,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,-5,(.........),89
44,5d530ab1d103e90001c68e6a,affluent,well she must be pretty affluent to own,babble,-5,well she must be pretty affluent,90
36,5def71cd68885201653393ab,affluent,well she must be pretty affluent to own,babble,-5,well she must be pretty affluent,90
25,5e469f9ef0d398000b1f13f2,affluent,well she must be pretty affluent to own,babble,-5,well she must be pretty affluent to go for that,90
30,5f0ebf797b54480920ff90a8,affluent,well she must be pretty affluent to own,babble,-5,she must be pretty affluent to go there,90
46,5d710c5affe2ff0017d68164,affluent,well she must be pretty affluent to own,babble,-5,well she must be pretty (...),90
31,5e10d7628c657d000c1ffda8,affluent,well she must be pretty affluent to own,babble,-5,well she mush be an (...) to wear that,90
7,5b493d6e478a770001b70a88,wealthy,well she must be pretty wealthy to own,babble,-5,well she must be pretty,90
1,5ea0a1faa5e73b08860d3c89,wealthy,well she must be pretty wealthy to own,babble,-5,well she must be pretty,90
6,5ec821a7e4cab611190a4dcc,wealthy,well she must be pretty wealthy to own,babble,-5,well she must be pretty though,90
22,5980e0d4f379630001ecd289,wealthy,well she must be pretty wealthy to own,babble,-5,she must pretty,90
20,5c8d4db8c6eef00001bd2510,wealthy,well she must be pretty wealthy to own,babble,-5,... she must be pretty ...,90
12,59a074f3ec626e0001d54041,wealthy,well she must be pretty wealthy to own,babble,-5,...,90
32,55d22025cc2b18000c0b9d9c,package,i downloaded some package and it did not work,babble,-5,i ...this package it did not work,91
45,59cac1433306be000195bda5,package,i downloaded some package and it did not work,babble,-5,i damaged it in its package and it did not work,91
43,5a145bbb9b760100013a7faf,package,i downloaded some package and it did not work,babble,-5,i downloaded a package and it did not work,91
26,5af4c62c86fd9c00016645e8,package,i downloaded some package and it did not work,babble,-5,i downloaded some package and it did not work,91
35,5c993969c6d15000019bbc4f,package,i downloaded some package and it did not work,babble,-5,i downloaded a package and it did not work,91
29,5e2caf81f0143c2d7b8bbb7e,package,i downloaded some package and it did not work,babble,-5,i downloaded some   and it did not work,91
22,5980e0d4f379630001ecd289,software,i downloaded some software and it did not work,babble,-5,download some software and it did not work,91
12,59a074f3ec626e0001d54041,software,i downloaded some software and it did not work,babble,-5,download...software and it did not work,91
7,5b493d6e478a770001b70a88,software,i downloaded some software and it did not work,babble,-5,downloaded some software but it did not work,91
20,5c8d4db8c6eef00001bd2510,software,i downloaded some software and it did not work,babble,-5,... software and it did not work,91
1,5ea0a1faa5e73b08860d3c89,software,i downloaded some software and it did not work,babble,-5,i downloaded some software and it did not work,91
6,5ec821a7e4cab611190a4dcc,software,i downloaded some software and it did not work,babble,-5,downloaded some software but it did not work,91
1,5ea0a1faa5e73b08860d3c89,illness,problems with his illness but yeah i think he's alright now,babble,-5,robertâ€™s illness but yeah i think heâ€™s all right now,92
6,5ec821a7e4cab611190a4dcc,illness,problems with his illness but yeah i think he's alright now,babble,-5,he was ill yeah but i think hes alright now,92
