Stimuli_list,Participant_id,Target_word,Short Utterance,Noise,SNR,Response,Synonym_pair_id
42,571b79495d40840009c448fe,universe,but they suddenly realise that if half the universe,babble,0,they suddenly realised it's part of the universe.,77
48,59d38b8daeef3b000102215e,universe,but they suddenly realise that if half the universe,babble,0,but they suddenly realised it is half the universe,77
43,5a145bbb9b760100013a7faf,universe,but they suddenly realise that if half the universe,babble,0,but they suddenly realised that if the universe,77
27,5b663859f7798c000182b8cf,universe,but they suddenly realise that if half the universe,babble,0,but they suddenly realised that it's half the universe,77
37,5cdd35e1ffe01a001631cd78,universe,but they suddenly realise that if half the universe,babble,0,they suddenly realised its part of the universe,77
29,5e2caf81f0143c2d7b8bbb7e,universe,but they suddenly realise that if half the universe,babble,0,but they suddenly realised it is half the universe,77
5,5a5f7c21ac56240001543340,movie,we watched working girl have you seen that movie ?,babble,0,"we watched working girl, have you seen that movie?",78
13,5d833b0e6642ee0001bfa9cb,movie,we watched working girl have you seen that movie ?,babble,0,who watched....have you seen that movie,78
19,5db07d0f3b276c00161dc217,movie,we watched working girl have you seen that movie ?,babble,0,"you watched working girl, have you seen that movie",78
18,5e3068330082f106875fb3f2,movie,we watched working girl have you seen that movie ?,babble,0,who watched viking girls? have you seen that movie?,78
24,5e9d8ae6cc1b5806962d735f,movie,we watched working girl have you seen that movie ?,babble,0,i watched working girl have you seen that movie?,78
3,5ec8f15fce3f413ef07d6cc5,movie,we watched working girl have you seen that movie ?,babble,0,have you watched working girl have you seen that movie,78
42,571b79495d40840009c448fe,picture,we watched working girl have you seen that picture ?,babble,0,we watched working girl. have you seen that picture.,78
48,59d38b8daeef3b000102215e,picture,we watched working girl have you seen that picture ?,babble,0,"we watched working girl, have you seen that picture?",78
43,5a145bbb9b760100013a7faf,picture,we watched working girl have you seen that picture ?,babble,0,have you watched working girl have you seen that picture,78
27,5b663859f7798c000182b8cf,picture,we watched working girl have you seen that picture ?,babble,0,"you watched working girl, have you seen that picture",78
37,5cdd35e1ffe01a001631cd78,picture,we watched working girl have you seen that picture ?,babble,0,we watched working girl have you seen that picture,78
29,5e2caf81f0143c2d7b8bbb7e,picture,we watched working girl have you seen that picture ?,babble,0,"we watched working girl, have you seen that picture",78
16,57404490d700ea000ef44990,sad,that's really sad do not wanna talk about that,babble,0,"that's really sad, do not want to talk about that",79
22,5980e0d4f379630001ecd289,sad,that's really sad do not wanna talk about that,babble,0,that's really sad do not want to talk about that,79
15,5bdb06b690b72a00013f5ed8,sad,that's really sad do not wanna talk about that,babble,0,that is really sad i don't want to talk about that,79
2,5cfe65a259b16b0017c7bc58,sad,that's really sad do not wanna talk about that,babble,0,that's really sad do not want to talk about that,79
1,5ea0a1faa5e73b08860d3c89,sad,that's really sad do not wanna talk about that,babble,0,thatâ€™s really sad do not want to talk about that,79
21,5ebd27baec607e03404b512b,sad,that's really sad do not wanna talk about that,babble,0,thats really sad i do not want to talk about that,79
42,571b79495d40840009c448fe,sorry,that's really sorry do not wanna talk about that,babble,0,"sorry, really don't want to talk about that.",79
48,59d38b8daeef3b000102215e,sorry,that's really sorry do not wanna talk about that,babble,0,"that's really sorry, do you not want to talk about that",79
43,5a145bbb9b760100013a7faf,sorry,that's really sorry do not wanna talk about that,babble,0,thats really sorry do not wanna talk about that,79
27,5b663859f7798c000182b8cf,sorry,that's really sorry do not wanna talk about that,babble,0,that's really sorry do not want to talk about that,79
29,5e2caf81f0143c2d7b8bbb7e,sorry,that's really sorry do not wanna talk about that,babble,0,that's really sorry do not want to talk about that,79
37,5cdd35e1ffe01a001631cd78,sorry,that's really sorry do not wanna talk about that,babble,0,really sort i don't want to talk about that,79
42,571b79495d40840009c448fe,instructor,yeah mum's at training for to be an instructor,babble,0,yeah mums training to be an instructor,80
48,59d38b8daeef3b000102215e,instructor,yeah mum's at training for to be an instructor,babble,0,yea mum's at training but to be an instructor,80
43,5a145bbb9b760100013a7faf,instructor,yeah mum's at training for to be an instructor,babble,0,yeah mums at training for to be an instructor,80
27,5b663859f7798c000182b8cf,instructor,yeah mum's at training for to be an instructor,babble,0,"yeah, mum's at training to be an instructor",80
37,5cdd35e1ffe01a001631cd78,instructor,yeah mum's at training for to be an instructor,babble,0,yeah mums at training to be an instructor,80
29,5e2caf81f0143c2d7b8bbb7e,instructor,yeah mum's at training for to be an instructor,babble,0,yeah mum's at training to be an instructor,80
5,5a5f7c21ac56240001543340,teacher,yeah mum's at training for to be a teacher,babble,0,"yeah, mum's in training but to be a teacher.",80
13,5d833b0e6642ee0001bfa9cb,teacher,yeah mum's at training for to be a teacher,babble,0,yeah mums at training to be a teacher,80
19,5db07d0f3b276c00161dc217,teacher,yeah mum's at training for to be a teacher,babble,0,yeah mums at training to be a teacher,80
18,5e3068330082f106875fb3f2,teacher,yeah mum's at training for to be a teacher,babble,0,yeah mum he's training to be a teacher,80
24,5e9d8ae6cc1b5806962d735f,teacher,yeah mum's at training for to be a teacher,babble,0,yeah mum's at training to be a teacher,80
3,5ec8f15fce3f413ef07d6cc5,teacher,yeah mum's at training for to be a teacher,babble,0,yeah mums at training to be a teacher,80
5,5a5f7c21ac56240001543340,basement,landlord told us to put an extra pack in the basement,babble,0,the landlord told us to put an extra pack in the basement.,81
13,5d833b0e6642ee0001bfa9cb,basement,landlord told us to put an extra pack in the basement,babble,0,landlords told us to put an extra pack in the basement,81
19,5db07d0f3b276c00161dc217,basement,landlord told us to put an extra pack in the basement,babble,0,landlord told us to put an extra pack in the basement,81
18,5e3068330082f106875fb3f2,basement,landlord told us to put an extra pack in the basement,babble,0,landlord told us we were meant to pack in the basement,81
24,5e9d8ae6cc1b5806962d735f,basement,landlord told us to put an extra pack in the basement,babble,0,landlord told us to put an extra pack in the basement,81
3,5ec8f15fce3f413ef07d6cc5,basement,landlord told us to put an extra pack in the basement,babble,0,landlord told us to put an extra pack in the basement,81
42,571b79495d40840009c448fe,cellar,landlord told us to put an extra pack in the cellar,babble,0,the landlord told us to put an extra pack in the cellar,81
48,59d38b8daeef3b000102215e,cellar,landlord told us to put an extra pack in the cellar,babble,0,the landlord told us to put an extra pack in the cellar,81
43,5a145bbb9b760100013a7faf,cellar,landlord told us to put an extra pack in the cellar,babble,0,landlord told us to put an extra pack in the cellar,81
27,5b663859f7798c000182b8cf,cellar,landlord told us to put an extra pack in the cellar,babble,0,the landlord told us to put an extra pack in the cellar,81
37,5cdd35e1ffe01a001631cd78,cellar,landlord told us to put an extra pack in the cellar,babble,0,landlord told us to put extra pack in the cellar,81
29,5e2caf81f0143c2d7b8bbb7e,cellar,landlord told us to put an extra pack in the cellar,babble,0,the landlord told us to put an extra pack in the cellar,81
5,5a5f7c21ac56240001543340,incredible,it is incredible yeah it is really incredible,babble,0,"it is incredibly rare, it is really incredible (??)",82
13,5d833b0e6642ee0001bfa9cb,incredible,it is incredible yeah it is really incredible,babble,0,it is incredible yeah it is really incredible,82
19,5db07d0f3b276c00161dc217,incredible,it is incredible yeah it is really incredible,babble,0,"it is incredible, yeah it is really incredible",82
18,5e3068330082f106875fb3f2,incredible,it is incredible yeah it is really incredible,babble,0,"yeah it was incredible it is, really incredible",82
24,5e9d8ae6cc1b5806962d735f,incredible,it is incredible yeah it is really incredible,babble,0,it is incredible yeah it is really incredible,82
3,5ec8f15fce3f413ef07d6cc5,incredible,it is incredible yeah it is really incredible,babble,0,it is incredible it is yeah really incredible,82
42,571b79495d40840009c448fe,unbelievable,it is unbelievable yeah it is really unbelievable,babble,0,"it is unbelievable, yes it is really unbelievable.",82
43,5a145bbb9b760100013a7faf,unbelievable,it is unbelievable yeah it is really unbelievable,babble,0,it is unbelievable yeah it is really unbelievable,82
27,5b663859f7798c000182b8cf,unbelievable,it is unbelievable yeah it is really unbelievable,babble,0,"it is unbelievable, yeah it is really unbelievable",82
37,5cdd35e1ffe01a001631cd78,unbelievable,it is unbelievable yeah it is really unbelievable,babble,0,it is unbelievable yeah it is unbelievable,82
29,5e2caf81f0143c2d7b8bbb7e,unbelievable,it is unbelievable yeah it is really unbelievable,babble,0,"it is unbelievable, yeah it is really unbelievable",82
48,59d38b8daeef3b000102215e,unbelievable,it is unbelievable yeah it is really unbelievable,babble,0,"it's unbeliveable where it is, it's really unbelieveable",82
48,59d38b8daeef3b000102215e,lately,cos they have lately announced a price increase,babble,0,because they have lately announced and price increase,83
43,5a145bbb9b760100013a7faf,lately,cos they have lately announced a price increase,babble,0,cause they have lately announced a price increase,83
27,5b663859f7798c000182b8cf,lately,cos they have lately announced a price increase,babble,0,cos they have lately announced a price increase,83
29,5e2caf81f0143c2d7b8bbb7e,lately,cos they have lately announced a price increase,babble,0,course they happily announced a price increase,83
42,571b79495d40840009c448fe,lately,cos they have lately announced a price increase,babble,0,course they have announced an increase.,83
37,5cdd35e1ffe01a001631cd78,lately,cos they have lately announced a price increase,babble,0,cause they announced a price increase,83
5,5a5f7c21ac56240001543340,recently,cos they have recently announced a price increase,babble,0,because they have recently announced a price increase,83
13,5d833b0e6642ee0001bfa9cb,recently,cos they have recently announced a price increase,babble,0,because they have recently announced a price increase,83
19,5db07d0f3b276c00161dc217,recently,cos they have recently announced a price increase,babble,0,cause they have recently announced a price increase,83
18,5e3068330082f106875fb3f2,recently,cos they have recently announced a price increase,babble,0,they have recently announced a price increase,83
24,5e9d8ae6cc1b5806962d735f,recently,cos they have recently announced a price increase,babble,0,because they have recently announced a price increase,83
3,5ec8f15fce3f413ef07d6cc5,recently,cos they have recently announced a price increase,babble,0,because they have recently announced a price increase,83
5,5a5f7c21ac56240001543340,carpet,do not tread tomato through the carpet or whatever through there,babble,0,do not try to (?) the carpet or whatever through there.,84
13,5d833b0e6642ee0001bfa9cb,carpet,do not tread tomato through the carpet or whatever through there,babble,0,do not throw the tomato on the carpet,84
24,5e9d8ae6cc1b5806962d735f,carpet,do not tread tomato through the carpet or whatever through there,babble,0,do not tread tomato through the carpet or through there,84
3,5ec8f15fce3f413ef07d6cc5,carpet,do not tread tomato through the carpet or whatever through there,babble,0,do not tread tomato through the carpet or whatever through there,84
18,5e3068330082f106875fb3f2,carpet,do not tread tomato through the carpet or whatever through there,babble,0,do not hurt tomatoes,84
19,5db07d0f3b276c00161dc217,carpet,do not tread tomato through the carpet or whatever through there,babble,0,do not tomato .... or whatever through there,84
43,5a145bbb9b760100013a7faf,rug,do not tread tomato through the rug or whatever through there,babble,0,do not let tomato... or the rug or whatever through there,84
48,59d38b8daeef3b000102215e,rug,do not tread tomato through the rug or whatever through there,babble,0,do you not try tomoato with ragu through there,84
29,5e2caf81f0143c2d7b8bbb7e,rug,do not tread tomato through the rug or whatever through there,babble,0,do not try tomato or    whatever through there,84
42,571b79495d40840009c448fe,rug,do not tread tomato through the rug or whatever through there,babble,0,do not tread on the tomato,84
27,5b663859f7798c000182b8cf,rug,do not tread tomato through the rug or whatever through there,babble,0,do not try tomatoes...,84
37,5cdd35e1ffe01a001631cd78,rug,do not tread tomato through the rug or whatever through there,babble,0,do not try tomatoes.... there,84
42,571b79495d40840009c448fe,fussy,yeah you are too fussy your standards are too high,babble,0,"yes you're too fussy, you standards are too high.",85
48,59d38b8daeef3b000102215e,fussy,yeah you are too fussy your standards are too high,babble,0,"yea you're too fussy, your standards too high",85
43,5a145bbb9b760100013a7faf,fussy,yeah you are too fussy your standards are too high,babble,0,yeah you're too fussy you're standards are too high,85
27,5b663859f7798c000182b8cf,fussy,yeah you are too fussy your standards are too high,babble,0,"yeah, you're too fussy, your standards are too high",85
37,5cdd35e1ffe01a001631cd78,fussy,yeah you are too fussy your standards are too high,babble,0,yeah you're too fussy standards too high,85
29,5e2caf81f0143c2d7b8bbb7e,fussy,yeah you are too fussy your standards are too high,babble,0,"yeah you're too fussy, your standards are too high",85
5,5a5f7c21ac56240001543340,picky,yeah you are too picky your standards are too high,babble,0,yeah (...) too picky (...) high (?),85
13,5d833b0e6642ee0001bfa9cb,picky,yeah you are too picky your standards are too high,babble,0,yeah you are too picky your standards are too high,85
19,5db07d0f3b276c00161dc217,picky,yeah you are too picky your standards are too high,babble,0,"yeah you are too picky, your standards are too high",85
24,5e9d8ae6cc1b5806962d735f,picky,yeah you are too picky your standards are too high,babble,0,yeah you were too picky you standards are too high,85
3,5ec8f15fce3f413ef07d6cc5,picky,yeah you are too picky your standards are too high,babble,0,yeah you were too pick you will stand at,85
18,5e3068330082f106875fb3f2,picky,yeah you are too picky your standards are too high,babble,0,yeah you would be surprised,85
5,5a5f7c21ac56240001543340,certainly,and they certainly put other things out,babble,0,i may certainly put other things out.,86
13,5d833b0e6642ee0001bfa9cb,certainly,and they certainly put other things out,babble,0,i may certainly....,86
19,5db07d0f3b276c00161dc217,certainly,and they certainly put other things out,babble,0,and they certainly put other things out,86
18,5e3068330082f106875fb3f2,certainly,and they certainly put other things out,babble,0,i may certainly put other things out,86
24,5e9d8ae6cc1b5806962d735f,certainly,and they certainly put other things out,babble,0,and they certainly put other things out,86
3,5ec8f15fce3f413ef07d6cc5,certainly,and they certainly put other things out,babble,0,and they certainly put other things out,86
43,5a145bbb9b760100013a7faf,sure,and they sure put other things out,babble,0,and they sure put other things out,86
37,5cdd35e1ffe01a001631cd78,sure,and they sure put other things out,babble,0,sure put other things out,86
29,5e2caf81f0143c2d7b8bbb7e,sure,and they sure put other things out,babble,0,and they sure put other things out,86
42,571b79495d40840009c448fe,sure,and they sure put other things out,babble,0,and they should put everything....,86
48,59d38b8daeef3b000102215e,sure,and they sure put other things out,babble,0,and they shall put other things out,86
27,5b663859f7798c000182b8cf,sure,and they sure put other things out,babble,0,and they shall put other things out,86
42,571b79495d40840009c448fe,dominant,the yellow page directory it is not so dominant now,babble,0,the yellow pages directory is not so dominant now.,87
48,59d38b8daeef3b000102215e,dominant,the yellow page directory it is not so dominant now,babble,0,the yellow page directory is not so dominant now,87
27,5b663859f7798c000182b8cf,dominant,the yellow page directory it is not so dominant now,babble,0,the yellow page directory is not so dominant now,87
37,5cdd35e1ffe01a001631cd78,dominant,the yellow page directory it is not so dominant now,babble,0,yellow page directory is not so dominant now,87
29,5e2caf81f0143c2d7b8bbb7e,dominant,the yellow page directory it is not so dominant now,babble,0,the yellow page directory it is not so dominant now,87
43,5a145bbb9b760100013a7faf,dominant,the yellow page directory it is not so dominant now,babble,0,the yellow page directory it is not so dominantly now,87
24,5e9d8ae6cc1b5806962d735f,prevalent,the yellow page directory it is not so prevalent now,babble,0,the yellow page directory is not so prevalent now.,87
3,5ec8f15fce3f413ef07d6cc5,prevalent,the yellow page directory it is not so prevalent now,babble,0,the yellow page directory which is not so prevalent now,87
5,5a5f7c21ac56240001543340,prevalent,the yellow page directory it is not so prevalent now,babble,0,the yellow page directory is not so (...) now.,87
13,5d833b0e6642ee0001bfa9cb,prevalent,the yellow page directory it is not so prevalent now,babble,0,the yellow page directory is not so....now,87
19,5db07d0f3b276c00161dc217,prevalent,the yellow page directory it is not so prevalent now,babble,0,the yellow page ... is not so direct now,87
18,5e3068330082f106875fb3f2,prevalent,the yellow page directory it is not so prevalent now,babble,0,the yellow page directory does not show birmingham now,87
48,59d38b8daeef3b000102215e,boost,you should boost him to go along,babble,0,you should boost him to go along,88
43,5a145bbb9b760100013a7faf,boost,you should boost him to go along,babble,0,you should boost to go along,88
27,5b663859f7798c000182b8cf,boost,you should boost him to go along,babble,0,you should boost him to go along,88
37,5cdd35e1ffe01a001631cd78,boost,you should boost him to go along,babble,0,you should boost him to go ...,88
29,5e2caf81f0143c2d7b8bbb7e,boost,you should boost him to go along,babble,0,you should boost him to go along,88
42,571b79495d40840009c448fe,boost,you should boost him to go along,babble,0,you should be...... go online,88
5,5a5f7c21ac56240001543340,encourage,you should encourage him to go along,babble,0,you should encourage him to go along.,88
13,5d833b0e6642ee0001bfa9cb,encourage,you should encourage him to go along,babble,0,you should encourage him to go along,88
19,5db07d0f3b276c00161dc217,encourage,you should encourage him to go along,babble,0,you should encourage him to go along,88
18,5e3068330082f106875fb3f2,encourage,you should encourage him to go along,babble,0,you should encourage him to go along,88
24,5e9d8ae6cc1b5806962d735f,encourage,you should encourage him to go along,babble,0,you should encourage him to go along,88
3,5ec8f15fce3f413ef07d6cc5,encourage,you should encourage him to go along,babble,0,you should encourage him to go along,88
5,5a5f7c21ac56240001543340,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,0,the maximum penalty for misdemeanour vehicular manslaughter.,89
13,5d833b0e6642ee0001bfa9cb,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,0,the maximum penalty vehicular manslaughter,89
19,5db07d0f3b276c00161dc217,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,0,the maximum penalty for .... manslaughter,89
18,5e3068330082f106875fb3f2,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,0,the maximum penalty misdemeanor vehicular manslaughter,89
3,5ec8f15fce3f413ef07d6cc5,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,0,the maximum penalty misdemeanour for manslaughter,89
24,5e9d8ae6cc1b5806962d735f,penalty,the maximum penalty for misdemeanour vehicular manslaughter,babble,0,the .. for misdemeanour is mass judgement,89
48,59d38b8daeef3b000102215e,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,0,the maximum punishment for misdemenor vehicular manslaughter,89
43,5a145bbb9b760100013a7faf,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,0,the maximum punishment for misdemeanour ... manslaughter,89
37,5cdd35e1ffe01a001631cd78,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,0,the maximum punishment for misdemeanor is manslaughter,89
29,5e2caf81f0143c2d7b8bbb7e,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,0,the maximum punishment misdemeanour vehicular manslaughter,89
27,5b663859f7798c000182b8cf,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,0,the maximum punished for misdemeanor vehicular manslaughter,89
42,571b79495d40840009c448fe,punishment,the maximum punishment for misdemeanour vehicular manslaughter,babble,0,the maximum......for manslaughter.,89
48,59d38b8daeef3b000102215e,affluent,well she must be pretty affluent to own,babble,0,well you must be pretty affluent to own,90
43,5a145bbb9b760100013a7faf,affluent,well she must be pretty affluent to own,babble,0,well you must be pretty affluent to own,90
27,5b663859f7798c000182b8cf,affluent,well she must be pretty affluent to own,babble,0,"well, she must be pretty affluent to own",90
37,5cdd35e1ffe01a001631cd78,affluent,well she must be pretty affluent to own,babble,0,she must be pretty affluent to own,90
29,5e2caf81f0143c2d7b8bbb7e,affluent,well she must be pretty affluent to own,babble,0,well she must be pretty affluent to own,90
42,571b79495d40840009c448fe,affluent,well she must be pretty affluent to own,babble,0,she must be....,90
5,5a5f7c21ac56240001543340,wealthy,well she must be pretty wealthy to own,babble,0,well she must be pretty wealthy to own...,90
19,5db07d0f3b276c00161dc217,wealthy,well she must be pretty wealthy to own,babble,0,well she must be pretty wealthy ...,90
24,5e9d8ae6cc1b5806962d735f,wealthy,well she must be pretty wealthy to own,babble,0,well she must be pretty wealthy to wear that,90
3,5ec8f15fce3f413ef07d6cc5,wealthy,well she must be pretty wealthy to own,babble,0,well she must be pretty wealthy to own,90
13,5d833b0e6642ee0001bfa9cb,wealthy,well she must be pretty wealthy to own,babble,0,well she must be pretty,90
18,5e3068330082f106875fb3f2,wealthy,well she must be pretty wealthy to own,babble,0,well he must be pretty worth,90
47,5938102fcd539c000157c468,package,i downloaded some package and it did not work,babble,0,i downloaded some package and it did not work,91
41,5d03d07ff00f5100014d1204,package,i downloaded some package and it did not work,babble,0,i downloaded some package and it did not work,91
38,5d25cdc6586c2100012b3e07,package,i downloaded some package and it did not work,babble,0,i downloaded some package and it did not work,91
44,5d530ab1d103e90001c68e6a,package,i downloaded some package and it did not work,babble,0,i downloaded a package and it did not work,91
28,5ebc3b504d0cc505d779b1ef,package,i downloaded some package and it did not work,babble,0,i downloaded the package and it didn't work,91
30,5f0ebf797b54480920ff90a8,package,i downloaded some package and it did not work,babble,0,downloaded a package and it did not work,91
5,5a5f7c21ac56240001543340,software,i downloaded some software and it did not work,babble,0,i downloaded some software and it did not work.,91
13,5d833b0e6642ee0001bfa9cb,software,i downloaded some software and it did not work,babble,0,i downloaded some software and it did not work,91
19,5db07d0f3b276c00161dc217,software,i downloaded some software and it did not work,babble,0,i downloaded some software and it did not work,91
18,5e3068330082f106875fb3f2,software,i downloaded some software and it did not work,babble,0,i downloaded some software and it did not work,91
24,5e9d8ae6cc1b5806962d735f,software,i downloaded some software and it did not work,babble,0,i downloaded some software and it did not work,91
3,5ec8f15fce3f413ef07d6cc5,software,i downloaded some software and it did not work,babble,0,i downloaded some software and it did not work,91
5,5a5f7c21ac56240001543340,illness,problems with his illness but yeah i think he's alright now,babble,0,"...problems with his illness, but yeah, i think he's alright now.",92
13,5d833b0e6642ee0001bfa9cb,illness,problems with his illness but yeah i think he's alright now,babble,0,problems with his illness yeah i think he is alright now,92
19,5db07d0f3b276c00161dc217,illness,problems with his illness but yeah i think he's alright now,babble,0,problems with his illness but yeah i think he is alright now,92
18,5e3068330082f106875fb3f2,illness,problems with his illness but yeah i think he's alright now,babble,0,problems with his illness but yeah i think he's alright now,92
24,5e9d8ae6cc1b5806962d735f,illness,problems with his illness but yeah i think he's alright now,babble,0,problems with his illness.. yeah he's alright now,92
3,5ec8f15fce3f413ef07d6cc5,illness,problems with his illness but yeah i think he's alright now,babble,0,problems with his illness but yeah i think he's alright now,92
41,5d03d07ff00f5100014d1204,sickness,problems with his sickness but yeah i think he's alright now,babble,0,problems with his sickness but yeah i think he's alright now,92
38,5d25cdc6586c2100012b3e07,sickness,problems with his sickness but yeah i think he's alright now,babble,0,problems with his sickness but year i think hes alright now,92
44,5d530ab1d103e90001c68e6a,sickness,problems with his sickness but yeah i think he's alright now,babble,0,problems with the sickness but i think hes alright now,92
28,5ebc3b504d0cc505d779b1ef,sickness,problems with his sickness but yeah i think he's alright now,babble,0,there was problems with his sickness but yeah he is alright now,92
30,5f0ebf797b54480920ff90a8,sickness,problems with his sickness but yeah i think he's alright now,babble,0,problems with his fitness but i think hes alright now,92
47,5938102fcd539c000157c468,sickness,problems with his sickness but yeah i think he's alright now,babble,0,there's problems with a nurse but yeah he is alright now,92
47,5938102fcd539c000157c468,ledge,it is on the ledge with the mustard,babble,0,it is on the ledge with the mustard,93
41,5d03d07ff00f5100014d1204,ledge,it is on the ledge with the mustard,babble,0,it is on the ledge with the mustard,93
38,5d25cdc6586c2100012b3e07,ledge,it is on the ledge with the mustard,babble,0,it is on the ledge with the mustard,93
44,5d530ab1d103e90001c68e6a,ledge,it is on the ledge with the mustard,babble,0,on the ledge with the mustard,93
30,5f0ebf797b54480920ff90a8,ledge,it is on the ledge with the mustard,babble,0,ledge with a rough did,93
28,5ebc3b504d0cc505d779b1ef,ledge,it is on the ledge with the mustard,babble,0,it is on the letter of the masthead,93
5,5a5f7c21ac56240001543340,shelf,it is on the shelf with the mustard,babble,0,it is on the shelf with the mustard.,93
13,5d833b0e6642ee0001bfa9cb,shelf,it is on the shelf with the mustard,babble,0,it is on the shelf with the mustard,93
19,5db07d0f3b276c00161dc217,shelf,it is on the shelf with the mustard,babble,0,it is on the shelf ...,93
18,5e3068330082f106875fb3f2,shelf,it is on the shelf with the mustard,babble,0,it is on the shelf with the mustard,93
24,5e9d8ae6cc1b5806962d735f,shelf,it is on the shelf with the mustard,babble,0,it is on the shelf with the mustard,93
3,5ec8f15fce3f413ef07d6cc5,shelf,it is on the shelf with the mustard,babble,0,it is on the shelf with the mustard,93
41,5d03d07ff00f5100014d1204,immense,you know it flushes very well so what a immense improvement,babble,0,you know it flushes really well so what an immense improvement,94
47,5938102fcd539c000157c468,immense,you know it flushes very well so what a immense improvement,babble,0,you know it very well so what and improvement,94
28,5ebc3b504d0cc505d779b1ef,immense,you know it flushes very well so what a immense improvement,babble,0,"you know it flushes very well, so much an improvement",94
38,5d25cdc6586c2100012b3e07,immense,you know it flushes very well so what a immense improvement,babble,0,you know he knows very well moderate,94
30,5f0ebf797b54480920ff90a8,immense,you know it flushes very well so what a immense improvement,babble,0,you know it flushes very well so what a romantic humour,94
44,5d530ab1d103e90001c68e6a,immense,you know it flushes very well so what a immense improvement,babble,0,you know it flushes well,94
5,5a5f7c21ac56240001543340,vast,you know it flushes very well so what a vast improvement,babble,0,"you know, it flushes very well, so what a vast improvement!",94
13,5d833b0e6642ee0001bfa9cb,vast,you know it flushes very well so what a vast improvement,babble,0,you know it flushes very well so a vast improvement,94
18,5e3068330082f106875fb3f2,vast,you know it flushes very well so what a vast improvement,babble,0,very well so what a vast improvement,94
24,5e9d8ae6cc1b5806962d735f,vast,you know it flushes very well so what a vast improvement,babble,0,you know ... very well so what a vast improvement,94
3,5ec8f15fce3f413ef07d6cc5,vast,you know it flushes very well so what a vast improvement,babble,0,you know it brushes very well so what a vast improvement,94
19,5db07d0f3b276c00161dc217,vast,you know it flushes very well so what a vast improvement,babble,0,you know it flushes very well so what an improvement,94
47,5938102fcd539c000157c468,custom,on a custom but embrace new ideas,babble,0,on a custom but embrace new ideas,95
28,5ebc3b504d0cc505d779b1ef,custom,on a custom but embrace new ideas,babble,0,i'm on a custom to embrace new ideas,95
38,5d25cdc6586c2100012b3e07,custom,on a custom but embrace new ideas,babble,0,im a customer to embrace new ideas,95
30,5f0ebf797b54480920ff90a8,custom,on a custom but embrace new ideas,babble,0,any customer to embrace new ideas,95
41,5d03d07ff00f5100014d1204,custom,on a custom but embrace new ideas,babble,0,unaccustomed but embrace new ideas,95
44,5d530ab1d103e90001c68e6a,custom,on a custom but embrace new ideas,babble,0,embrace new ideas,95
5,5a5f7c21ac56240001543340,tradition,on a tradition but embrace new ideas,babble,0,a tradition(...)to embrace new ideas.,95
13,5d833b0e6642ee0001bfa9cb,tradition,on a tradition but embrace new ideas,babble,0,tradition but embrace new ideas,95
19,5db07d0f3b276c00161dc217,tradition,on a tradition but embrace new ideas,babble,0,... tradition to embrace new ideas,95
24,5e9d8ae6cc1b5806962d735f,tradition,on a tradition but embrace new ideas,babble,0,on a tradition that ... new ideas,95
3,5ec8f15fce3f413ef07d6cc5,tradition,on a tradition but embrace new ideas,babble,0,can a tradition embrace new ideas,95
18,5e3068330082f106875fb3f2,tradition,on a tradition but embrace new ideas,babble,0,impressed with his brave new ideas,95
4,5c327a791a99ff0001559cfc,lately,riding it from london quite a lot lately and,babble,0,riding it a lot from london lately,96
20,5c8d4db8c6eef00001bd2510,lately,riding it from london quite a lot lately and,babble,0,riding here from london a lot lately and,96
23,5ecc3824e27c211010ca1cfa,lately,riding it from london quite a lot lately and,babble,0,riding there...london...lately,96
6,5ec821a7e4cab611190a4dcc,lately,riding it from london quite a lot lately and,babble,0,riding here from london right a lot laterly,96
14,5b7d4bd487d85f0001ba8b6e,lately,riding it from london quite a lot lately and,babble,0,riding in from london (...),96
17,5bed46d14e4e6a00010df5c0,lately,riding it from london quite a lot lately and,babble,0,riding it from london... ... ...,96
47,5938102fcd539c000157c468,recently,riding it from london quite a lot recently and,babble,0,riding it from london quite a lot recently,96
41,5d03d07ff00f5100014d1204,recently,riding it from london quite a lot recently and,babble,0,riding it from london quite a lot recently,96
28,5ebc3b504d0cc505d779b1ef,recently,riding it from london quite a lot recently and,babble,0,riding it from london quite a lot recently in,96
30,5f0ebf797b54480920ff90a8,recently,riding it from london quite a lot recently and,babble,0,gliding it to london quite a lot recently,96
44,5d530ab1d103e90001c68e6a,recently,riding it from london quite a lot recently and,babble,0,riding it from london a lot,96
38,5d25cdc6586c2100012b3e07,recently,riding it from london quite a lot recently and,babble,0,providing it quite a lot from london,96
14,5b7d4bd487d85f0001ba8b6e,immediately,i think would have insisted somebody else move in almost immediately so,babble,0,i think i would have insisted immediately  so,97
